ElectionAbbr	PollingSiteID	PollingSiteName	TableID	PollingPlaceDesc1	PollingPlaceDesc2	SamBalAddr1	SamBalAddr2	VotingPctID	VotingPctName	PollPlaceRegPctID	PollPlaceRegPctPortion	BallotTypeList
2022NOVGEN	3897	7618 -  420 Berry St		Crescent Cove / Avanath - Community Room	420 Berry St	Btw Mission Bay & King	8.1% slope - ramped access	7618   	Pct 7618	7618   		12  
2022NOVGEN	3898	9447 - 2579 27th Ave		Garage	2579 27th Ave	Btw Vicente & Ulloa	6.0% Slope	9447   	Pct 9447	9447   		24  
2022NOVGEN	3899	7608 - 1155 Market St		Lighthouse For The Blind - 10th Floor - Rm 1020 B	1155 Market St	Btw 7th & 8th Sts	2.1% Slope	7608   	Pct 7608	7608   		12  
2022NOVGEN	3900	7625 - 320 Clementina St		Clementina Towers - Community Room	320 Clementina St	Btw 4th & 5th Sts	3.9% Slope	7625   	Pct 7625	7625   		12  
2022NOVGEN	3902	9451 - 410 Gellert Drive		Garage	410 Gellert Dr	Btw Clearfield & Everglade	4.6% Slope	9451   	Pct 9451	9451   		24  
2022NOVGEN	3903	7312 - 610 Vallejo St		Shrine Of St. Francis Of Assisi Church - Lower Hall	610 Vallejo St	Btw Columbus & Grant	4.4% Slope	7312   	Pct 7312	7312   		8  
2022NOVGEN	3906	7629 - 1275 3rd St		S F F D Arson Community Center	1275 3rd St	Btw China Basin & Mission Rock	4.4% Slope - Ramped Access	7629   	Pct 7629	7629   		12  
2022NOVGEN	3907	1125 - 4754 Mission St		T S Cafe	4754 Mission St	Btw Leo & Russia	7.2% Slope	1125   	Pct 1125	1125   		2  
2022NOVGEN	3908	9102 - 3119 Clement St		El Mansour Restaurant	3119 Clement St	Btw 32nd & 33rd Ave	1.5% slope	9102   	Pct 9102	9102   		19  
2022NOVGEN	3913	7524 - 835 O' Farrell St (loc 7526)		Hotel Iroquois - Community Room	835 O' Farrell St	Btw Larkin & Polk	1.7% Slope	7524   	Pct 7524	7524   		11  
2022NOVGEN	3914	7013 - 1101 Connecticut St (loc 7016)		Potrero Terrace - Community Room	1101 Connecticut St	Btw 25th & 26th Sts	0.6% Slope	7013   	Pct 7013	7013   		4  
2022NOVGEN	3916	7949 - 809 Goettingen St		Garage	809 Goettingen St	Btw Olmstead & Mansell Sts	4.2% Slope	7949   	Pct 7949	7949   		18  
