ELECTIONABBR	CONTESTID	CONTESTABBR1	CONTESTABBR2	BALLOTTYPE	ROTATION
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		22	
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		23	
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		24	
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		25	
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		26	
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		27	
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		28	
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		29	
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		30	
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		31	
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		32	
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		33	
2022NOVGEN	112	Tax On Keeping Residential Units Vacant		34	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		1	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		2	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		3	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		4	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		5	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		6	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		7	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		8	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		9	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		10	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		11	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		12	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		13	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		14	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		15	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		16	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		17	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		18	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		19	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		20	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		21	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		22	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		23	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		24	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		25	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		26	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		27	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		28	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		29	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		30	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		31	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		32	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		33	
2022NOVGEN	113	Golden Gate Park Underground Parking Facility; Golden Gate Park Concourse Authority		34	
2022NOVGEN	114	Additional Parcel Tax For City College		1	
2022NOVGEN	114	Additional Parcel Tax For City College		2	
2022NOVGEN	114	Additional Parcel Tax For City College		3	
2022NOVGEN	114	Additional Parcel Tax For City College		4	
2022NOVGEN	114	Additional Parcel Tax For City College		5	
2022NOVGEN	114	Additional Parcel Tax For City College		6	
2022NOVGEN	114	Additional Parcel Tax For City College		7	
2022NOVGEN	114	Additional Parcel Tax For City College		8	
2022NOVGEN	114	Additional Parcel Tax For City College		9	
2022NOVGEN	114	Additional Parcel Tax For City College		10	
2022NOVGEN	114	Additional Parcel Tax For City College		11	
2022NOVGEN	114	Additional Parcel Tax For City College		12	
2022NOVGEN	114	Additional Parcel Tax For City College		13	
2022NOVGEN	114	Additional Parcel Tax For City College		14	
2022NOVGEN	114	Additional Parcel Tax For City College		15	
2022NOVGEN	114	Additional Parcel Tax For City College		16	
2022NOVGEN	114	Additional Parcel Tax For City College		17	
2022NOVGEN	114	Additional Parcel Tax For City College		18	
2022NOVGEN	114	Additional Parcel Tax For City College		19	
2022NOVGEN	114	Additional Parcel Tax For City College		20	
2022NOVGEN	114	Additional Parcel Tax For City College		21	
2022NOVGEN	114	Additional Parcel Tax For City College		22	
2022NOVGEN	114	Additional Parcel Tax For City College		23	
2022NOVGEN	114	Additional Parcel Tax For City College		24	
2022NOVGEN	114	Additional Parcel Tax For City College		25	
2022NOVGEN	114	Additional Parcel Tax For City College		26	
2022NOVGEN	114	Additional Parcel Tax For City College		27	
2022NOVGEN	114	Additional Parcel Tax For City College		28	
2022NOVGEN	114	Additional Parcel Tax For City College		29	
2022NOVGEN	114	Additional Parcel Tax For City College		30	
2022NOVGEN	114	Additional Parcel Tax For City College		31	
2022NOVGEN	114	Additional Parcel Tax For City College		32	
2022NOVGEN	114	Additional Parcel Tax For City College		33	
2022NOVGEN	114	Additional Parcel Tax For City College		34	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		1	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		2	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		3	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		4	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		5	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		6	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		7	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		8	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		9	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		10	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		11	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		12	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		13	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		14	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		15	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		16	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		17	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		18	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		19	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		20	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		21	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		22	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		23	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		24	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		25	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		26	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		27	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		28	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		29	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		30	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		31	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		32	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		33	
2022NOVGEN	115	Constitutional Right To Reproductive Freedom		34	
2022NOVGEN	116	Authorizes New Types Of Gambling		1	
2022NOVGEN	116	Authorizes New Types Of Gambling		2	
2022NOVGEN	116	Authorizes New Types Of Gambling		3	
2022NOVGEN	116	Authorizes New Types Of Gambling		4	
2022NOVGEN	116	Authorizes New Types Of Gambling		5	
2022NOVGEN	116	Authorizes New Types Of Gambling		6	
2022NOVGEN	116	Authorizes New Types Of Gambling		7	
2022NOVGEN	116	Authorizes New Types Of Gambling		8	
2022NOVGEN	116	Authorizes New Types Of Gambling		9	
2022NOVGEN	116	Authorizes New Types Of Gambling		10	
2022NOVGEN	116	Authorizes New Types Of Gambling		11	
2022NOVGEN	116	Authorizes New Types Of Gambling		12	
2022NOVGEN	116	Authorizes New Types Of Gambling		13	
2022NOVGEN	116	Authorizes New Types Of Gambling		14	
2022NOVGEN	116	Authorizes New Types Of Gambling		15	
2022NOVGEN	116	Authorizes New Types Of Gambling		16	
2022NOVGEN	116	Authorizes New Types Of Gambling		17	
2022NOVGEN	116	Authorizes New Types Of Gambling		18	
2022NOVGEN	116	Authorizes New Types Of Gambling		19	
2022NOVGEN	116	Authorizes New Types Of Gambling		20	
2022NOVGEN	116	Authorizes New Types Of Gambling		21	
2022NOVGEN	116	Authorizes New Types Of Gambling		22	
2022NOVGEN	116	Authorizes New Types Of Gambling		23	
2022NOVGEN	116	Authorizes New Types Of Gambling		24	
2022NOVGEN	116	Authorizes New Types Of Gambling		25	
2022NOVGEN	116	Authorizes New Types Of Gambling		26	
2022NOVGEN	116	Authorizes New Types Of Gambling		27	
2022NOVGEN	116	Authorizes New Types Of Gambling		28	
2022NOVGEN	116	Authorizes New Types Of Gambling		29	
2022NOVGEN	116	Authorizes New Types Of Gambling		30	
2022NOVGEN	116	Authorizes New Types Of Gambling		31	
2022NOVGEN	116	Authorizes New Types Of Gambling		32	
2022NOVGEN	116	Authorizes New Types Of Gambling		33	
2022NOVGEN	116	Authorizes New Types Of Gambling		34	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		1	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		2	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		3	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		4	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		5	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		6	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		7	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		8	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		9	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		10	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		11	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		12	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		13	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		14	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		15	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		16	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		17	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		18	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		19	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		20	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		21	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		22	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		23	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		24	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		25	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		26	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		27	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		28	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		29	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		30	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		31	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		32	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		33	
2022NOVGEN	117	Allows Online And Mobile Sports Wagering		34	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		1	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		2	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		3	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		4	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		5	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		6	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		7	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		8	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		9	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		10	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		11	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		12	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		13	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		14	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		15	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		16	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		17	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		18	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		19	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		20	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		21	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		22	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		23	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		24	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		25	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		26	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		27	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		28	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		29	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		30	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		31	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		32	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		33	
2022NOVGEN	118	Provides Additional Funding For Arts And Music Education In Public Schools		34	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		1	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		2	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		3	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		4	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		5	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		6	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		7	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		8	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		9	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		10	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		11	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		12	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		13	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		14	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		15	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		16	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		17	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		18	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		19	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		20	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		21	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		22	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		23	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		24	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		25	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		26	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		27	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		28	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		29	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		30	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		31	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		32	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		33	
2022NOVGEN	119	Requires On-site Licensed Medical Professional At Kidney Dialysis Clinics And Establishes Other State Requirements		34	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		1	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		2	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		3	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		4	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		5	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		6	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		7	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		8	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		9	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		10	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		11	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		12	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		13	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		14	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		15	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		16	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		17	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		18	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		19	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		20	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		21	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		22	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		23	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		24	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		25	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		26	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		27	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		28	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		29	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		30	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		31	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		32	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		33	
2022NOVGEN	120	Provides Funding For Programs To Reduce Greenhouse Gas Emissions By Increasing Tax On Personal Income Over $2 Million		34	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		1	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		2	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		3	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		4	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		5	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		6	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		7	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		8	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		9	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		10	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		11	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		12	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		13	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		14	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		15	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		16	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		17	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		18	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		19	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		20	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		21	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		22	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		23	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		24	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		25	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		26	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		27	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		28	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		29	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		30	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		31	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		32	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		33	
2022NOVGEN	121	Referendum Challenging A 2020 Law Prohibiting Retail Sale Of Certain Flavored Tobacco Products		34	
2022NOVGEN	1010	UNITED STATES SENATOR	      	1	1
2022NOVGEN	1010	UNITED STATES SENATOR	      	2	1
2022NOVGEN	1010	UNITED STATES SENATOR	      	3	1
2022NOVGEN	1010	UNITED STATES SENATOR	      	4	1
2022NOVGEN	1010	UNITED STATES SENATOR	      	5	1
2022NOVGEN	1010	UNITED STATES SENATOR	      	6	1
2022NOVGEN	1010	UNITED STATES SENATOR	      	7	1
2022NOVGEN	1010	UNITED STATES SENATOR	      	8	1
2022NOVGEN	1010	UNITED STATES SENATOR	      	9	1
2022NOVGEN	1010	UNITED STATES SENATOR	      	10	1
2022NOVGEN	1010	UNITED STATES SENATOR	      	11	1
2022NOVGEN	1010	UNITED STATES SENATOR	      	12	1
